Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Almaden Meadows",October 2014,"$1,078K",-9.6%,9.8%,11,-15.4%,-8.3%,8,-38.5%,-11.1%,2,-60%,-60%,20,12,3,102.7%,-3.2%,1.9%
"San Jose, CA - Almaden Meadows",November 2014,"$1,055K",-2.1%,9.9%,7,-36.4%,-36.4%,5,-37.5%,-28.6%,1,-50%,,22,2,2,101.3%,-1.4%,0.6%
"San Jose, CA - Almaden Meadows",December 2014,"$1,058K",0.2%,4.4%,8,14.3%,-33.3%,1,-80%,-87.5%,,,,27,5,4,100.8%,-0.4%,0.5%
"San Jose, CA - Almaden Meadows",January 2015,"$1,055K",-0.3%,1.2%,4,-50%,-66.7%,4,300%,-20%,2,,100%,69,42,56,99.9%,-0.9%,-2%
"San Jose, CA - Almaden Meadows",February 2015,"$1,075K",1.9%,-4.4%,5,25%,-16.7%,5,25%,-16.7%,2,0%,0%,56,-14,48,102.7%,2.7%,-1.2%
"San Jose, CA - Almaden Meadows",March 2015,"$1,200K",11.6%,13.1%,5,0%,25%,12,140%,20%,3,50%,-25%,13,-43,6,107.3%,4.6%,1.8%
"San Jose, CA - Almaden Meadows",April 2015,"$1,170K",-2.5%,2.6%,10,100%,66.7%,15,25%,15.4%,4,33.3%,100%,9,-4,-1,109.2%,1.9%,3.5%
"San Jose, CA - Almaden Meadows",May 2015,"$1,207K",3.2%,7%,12,20%,0%,14,-6.7%,-26.3%,3,-25%,-50%,9,0,-1,110%,0.8%,5.2%
"San Jose, CA - Almaden Meadows",June 2015,"$1,209K",0.2%,5.2%,12,0%,-25%,8,-42.9%,-52.9%,1,-66.7%,0%,10,1,1,108.5%,-1.5%,0.3%
"San Jose, CA - Almaden Meadows",July 2015,"$1,231K",1.8%,5.8%,8,-33.3%,-55.6%,5,-37.5%,-70.6%,2,100%,-33.3%,9,-1,3,108.2%,-0.2%,-0.6%
"San Jose, CA - Almaden Meadows",August 2015,"$1,156K",-6.1%,-2.3%,6,-25%,-62.5%,8,60%,-38.5%,3,50%,0%,31,22,25,105.1%,-3.1%,-4.1%
"San Jose, CA - Almaden Meadows",September 2015,"$1,237K",7%,3.7%,6,0%,-53.8%,9,12.5%,-30.8%,3,0%,-40%,10,-22,2,107.9%,2.7%,2%
"San Jose, CA - Almaden Meadows",October 2015,"$1,237K",0%,14.7%,6,0%,-45.5%,8,-11.1%,0%,3,0%,50%,20,10,-1,105.3%,-2.6%,2.6%
"San Jose, CA - Almaden Meadows",November 2015,"$1,248K",0.9%,18.3%,5,-16.7%,-28.6%,7,-12.5%,40%,2,-33.3%,100%,9,-11,-13,111.2%,5.9%,9.9%
"San Jose, CA - Almaden Meadows",December 2015,"$1,268K",1.6%,19.9%,6,20%,-25%,5,-28.6%,400%,2,0%,,26,17,-2,106.2%,-5%,5.4%
"San Jose, CA - Almaden Meadows",January 2016,"$1,203K",-5.1%,14%,6,0%,50%,3,-40%,-25%,1,-50%,-50%,11,-15,-58,105.2%,-1%,5.2%
"San Jose, CA - Almaden Meadows",February 2016,"$1,225K",1.9%,14%,8,33.3%,60%,5,66.7%,0%,2,100%,0%,62,51,7,99.9%,-5.3%,-2.8%
"San Jose, CA - Almaden Meadows",March 2016,"$1,240K",1.2%,3.3%,7,-12.5%,40%,12,140%,0%,3,50%,0%,9,-53,-4,102.7%,2.8%,-4.6%
"San Jose, CA - Almaden Meadows",April 2016,"$1,280K",3.2%,9.4%,11,57.1%,10%,13,8.3%,-13.3%,1,-66.7%,-75%,14,5,5,104%,1.3%,-5.2%
"San Jose, CA - Almaden Meadows",May 2016,"$1,300K",1.6%,7.7%,11,0%,-8.3%,13,0%,-7.1%,2,100%,-33.3%,9,-5,0,105%,1%,-5%
"San Jose, CA - Almaden Meadows",June 2016,"$1,268K",-2.5%,4.8%,10,-9.1%,-16.7%,13,0%,62.5%,7,250%,600%,14,5,4,103.1%,-1.9%,-5.4%
"San Jose, CA - Almaden Meadows",July 2016,"$1,245K",-1.8%,1.2%,10,0%,25%,13,0%,160%,4,-42.9%,100%,21,7,12,101%,-2%,-7.2%
"San Jose, CA - Almaden Meadows",August 2016,"$1,300K",4.4%,12.5%,10,0%,66.7%,10,-23.1%,25%,3,-25%,0%,21,0,-11,100.9%,-0.2%,-4.3%
"San Jose, CA - Almaden Meadows",September 2016,"$1,218K",-6.3%,-1.5%,10,0%,66.7%,5,-50%,-44.4%,5,66.7%,66.7%,33,13,24,100.6%,-0.3%,-7.3%
"San Jose, CA - Almaden Meadows",October 2016,"$1,159K",-4.8%,-6.3%,6,-40%,0%,7,40%,-12.5%,4,-20%,33.3%,47,14,27,101.7%,1.1%,-3.6%
"San Jose, CA - Almaden Meadows",November 2016,"$1,150K",-0.8%,-7.8%,6,0%,20%,6,-14.3%,-14.3%,3,-25%,50%,48,1,39,101%,-0.7%,-10.1%
"San Jose, CA - Almaden Meadows",December 2016,"$1,160K",0.9%,-8.5%,7,16.7%,16.7%,4,-33.3%,-20%,,,,35,-13,10,102.7%,1.7%,-3.5%
"San Jose, CA - Almaden Valley",January 2012,$839K,-8.6%,-3.1%,66,-10.8%,-10.8%,67,6.3%,-1.5%,70,22.8%,-18.6%,67,20,-1,98.1%,0.2%,1%
"San Jose, CA - Almaden Valley",February 2012,$825K,-1.7%,-4.1%,66,0%,-2.9%,81,20.9%,-12.9%,65,-7.1%,-38.7%,56,-11,-32,97.2%,-0.9%,0.7%
"San Jose, CA - Almaden Valley",March 2012,$825K,0%,-1.8%,79,19.7%,0%,114,40.7%,-17.4%,71,9.2%,-40.8%,35,-21,-23,97.5%,0.4%,0.1%
"San Jose, CA - Almaden Valley",April 2012,$837K,1.5%,-0.7%,88,11.4%,3.5%,129,13.2%,-18.4%,76,7%,-41.1%,19,-16,-11,98.2%,0.7%,0.3%
"San Jose, CA - Almaden Valley",May 2012,$855K,2.2%,-2.8%,103,17%,-1.9%,151,17.1%,-5%,85,11.8%,-34.6%,18,-1,-7,99.3%,1.1%,1.1%
"San Jose, CA - Almaden Valley",June 2012,$894K,4.5%,3.6%,112,8.7%,-1.8%,143,-5.3%,-1.4%,70,-17.6%,-46.2%,18,0,-7,99.7%,0.3%,1.2%
"San Jose, CA - Almaden Valley",July 2012,$910K,1.8%,3.5%,127,13.4%,15.5%,140,-2.1%,-0.7%,78,11.4%,-36.1%,18,0,-12,99.8%,0.1%,1.7%
"San Jose, CA - Almaden Valley",August 2012,$890K,-2.2%,6.9%,123,-3.1%,7.9%,124,-11.4%,6.9%,71,-9%,-33.6%,20,2,-22,99.6%,-0.2%,1.6%
"San Jose, CA - Almaden Valley",September 2012,$868K,-2.5%,7.3%,106,-13.8%,11.6%,115,-7.3%,8.5%,72,1.4%,-25%,22,2,-29,99.9%,0.3%,2.8%
"San Jose, CA - Almaden Valley",October 2012,$878K,1.2%,5.1%,100,-5.7%,0%,107,-7%,18.9%,67,-6.9%,-24.7%,23,1,-21,99.8%,-0.1%,2.7%
"San Jose, CA - Almaden Valley",November 2012,$900K,2.5%,5.3%,96,-4%,17.1%,85,-20.6%,7.6%,43,-35.8%,-41.1%,22,-1,-18,99.9%,0.1%,2.5%
"San Jose, CA - Almaden Valley",December 2012,$902K,0.2%,-1.7%,93,-3.1%,25.7%,66,-22.4%,4.8%,30,-30.2%,-47.4%,23,1,-24,99.6%,-0.3%,1.6%
"San Jose, CA - Almaden Valley",January 2013,$910K,0.9%,8.5%,81,-12.9%,22.7%,65,-1.5%,-3%,34,13.3%,-51.4%,26,3,-41,99.4%,-0.2%,1.3%
"San Jose, CA - Almaden Valley",February 2013,$910K,0%,10.3%,75,-7.4%,13.6%,91,40%,12.3%,43,26.5%,-33.8%,18,-8,-38,100.1%,0.7%,2.9%
"San Jose, CA - Almaden Valley",March 2013,$993K,9.1%,20.3%,88,17.3%,11.4%,131,44%,14.9%,36,-16.3%,-49.3%,14,-4,-21,100.6%,0.5%,3%
"San Jose, CA - Almaden Valley",April 2013,$954K,-3.9%,14%,116,31.8%,31.8%,161,22.9%,24.8%,52,44.4%,-31.6%,12,-2,-7,102.2%,1.6%,3.9%
"San Jose, CA - Almaden Valley",May 2013,$978K,2.5%,14.3%,150,29.3%,45.6%,187,16.1%,23.8%,55,5.8%,-35.3%,11,-1,-7,102.8%,0.7%,3.5%
"San Jose, CA - Almaden Valley",June 2013,$985K,0.7%,10.2%,164,9.3%,46.4%,189,1.1%,32.2%,57,3.6%,-18.6%,10,-1,-8,103.7%,0.8%,4%
"San Jose, CA - Almaden Valley",July 2013,"$1,017K",3.3%,11.7%,156,-4.9%,22.8%,176,-6.9%,25.7%,61,7%,-21.8%,10,0,-8,103.6%,0%,3.8%
"San Jose, CA - Almaden Valley",August 2013,"$1,000K",-1.6%,12.4%,153,-1.9%,24.4%,151,-14.2%,21.8%,43,-29.5%,-39.4%,12,2,-8,103.2%,-0.4%,3.6%
"San Jose, CA - Almaden Valley",September 2013,"$1,005K",0.5%,15.8%,144,-5.9%,35.8%,138,-8.6%,20%,47,9.3%,-34.7%,12,0,-10,102.6%,-0.6%,2.8%
"San Jose, CA - Almaden Valley",October 2013,"$1,015K",1%,15.6%,125,-13.2%,25%,112,-18.8%,4.7%,37,-21.3%,-44.8%,15,3,-8,102%,-0.7%,2.2%
"San Jose, CA - Almaden Valley",November 2013,"$1,068K",5.2%,18.7%,107,-14.4%,11.5%,84,-25%,-1.2%,19,-48.6%,-55.8%,15,0,-7,101.2%,-0.8%,1.3%
"San Jose, CA - Almaden Valley",December 2013,"$1,099K",2.9%,21.8%,90,-15.9%,-3.2%,54,-35.7%,-18.2%,12,-36.8%,-60%,17,2,-6,100.3%,-0.8%,0.8%
"San Jose, CA - Almaden Valley",January 2014,"$1,115K",1.5%,22.5%,74,-17.8%,-8.6%,55,1.9%,-15.4%,24,100%,-29.4%,15,-2,-11,101.2%,0.8%,1.8%
"San Jose, CA - Almaden Valley",February 2014,"$1,110K",-0.4%,22%,55,-25.7%,-26.7%,83,50.9%,-8.8%,33,37.5%,-23.3%,13,-2,-5,102.5%,1.3%,2.4%
"San Jose, CA - Almaden Valley",March 2014,"$1,102K",-0.7%,11%,74,34.5%,-15.9%,125,50.6%,-4.6%,40,21.2%,11.1%,9,-4,-5,104.1%,1.6%,3.5%
"San Jose, CA - Almaden Valley",April 2014,"$1,151K",4.4%,20.6%,102,37.8%,-12.1%,149,19.2%,-7.5%,44,10%,-15.4%,9,0,-3,104.4%,0.3%,2.2%
"San Jose, CA - Almaden Valley",May 2014,"$1,183K",2.8%,21%,132,29.4%,-12%,171,14.8%,-8.6%,61,38.6%,10.9%,9,0,-2,104.4%,0%,1.6%
"San Jose, CA - Almaden Valley",June 2014,"$1,200K",1.5%,21.9%,132,0%,-19.5%,159,-7%,-15.9%,57,-6.6%,0%,10,1,0,105.3%,0.9%,1.7%
"San Jose, CA - Almaden Valley",July 2014,"$1,200K",0%,18.1%,138,4.5%,-11.5%,149,-6.3%,-15.3%,53,-7%,-13.1%,10,0,0,105%,-0.3%,1.4%
"San Jose, CA - Almaden Valley",August 2014,"$1,200K",0%,20%,143,3.6%,-6.5%,110,-26.2%,-27.2%,41,-22.6%,-4.7%,12,2,0,103.8%,-1.2%,0.6%
"San Jose, CA - Almaden Valley",September 2014,"$1,200K",0%,19.4%,121,-15.4%,-16%,101,-8.2%,-26.8%,52,26.8%,10.6%,13,1,1,102.9%,-0.9%,0.3%
"San Jose, CA - Almaden Valley",October 2014,"$1,203K",0.2%,18.5%,90,-25.6%,-28%,88,-12.9%,-21.4%,49,-5.8%,32.4%,16,3,1,101.8%,-1.1%,-0.1%
"San Jose, CA - Almaden Valley",November 2014,"$1,233K",2.5%,15.4%,58,-35.6%,-45.8%,80,-9.1%,-4.8%,42,-14.3%,121.1%,19,3,4,102.1%,0.3%,1%
"San Jose, CA - Almaden Valley",December 2014,"$1,192K",-3.3%,8.4%,58,0%,-35.6%,56,-30%,3.7%,21,-50%,75%,27,9,10,101.3%,-0.8%,1%
"San Jose, CA - Almaden Valley",January 2015,"$1,213K",1.8%,8.7%,62,6.9%,-16.2%,53,-5.4%,-3.6%,33,57.1%,37.5%,32,5,17,100.5%,-0.8%,-0.7%
"San Jose, CA - Almaden Valley",February 2015,"$1,245K",2.7%,12.2%,61,-1.6%,10.9%,76,43.4%,-8.4%,41,24.2%,24.2%,30,-3,17,100.8%,0.3%,-1.7%
"San Jose, CA - Almaden Valley",March 2015,"$1,298K",4.2%,17.7%,76,24.6%,2.7%,128,68.4%,2.4%,52,26.8%,30%,15,-15,6,103.5%,2.7%,-0.6%
"San Jose, CA - Almaden Valley",April 2015,"$1,295K",-0.2%,12.6%,107,40.8%,4.9%,155,21.1%,4%,52,0%,18.2%,12,-3,3,105.4%,1.9%,1%
"San Jose, CA - Almaden Valley",May 2015,"$1,329K",2.6%,12.4%,140,30.8%,6.1%,175,12.9%,2.3%,64,23.1%,4.9%,11,-2,2,106.5%,1.1%,2%
"San Jose, CA - Almaden Valley",June 2015,"$1,301K",-2.1%,8.4%,141,0.7%,6.8%,151,-13.7%,-5%,63,-1.6%,10.5%,11,1,1,105.9%,-0.6%,0.6%
"San Jose, CA - Almaden Valley",July 2015,"$1,320K",1.5%,10%,127,-9.9%,-8%,139,-7.9%,-6.7%,58,-7.9%,9.4%,12,1,2,104.7%,-1.2%,-0.3%
"San Jose, CA - Almaden Valley",August 2015,"$1,285K",-2.7%,7.1%,115,-9.4%,-19.6%,115,-17.3%,4.5%,53,-8.6%,29.3%,19,7,7,102.5%,-2.2%,-1.3%
"San Jose, CA - Almaden Valley",September 2015,"$1,300K",1.2%,8.3%,117,1.7%,-3.3%,112,-2.6%,10.9%,57,7.5%,9.6%,24,6,11,102.1%,-0.4%,-0.8%
"San Jose, CA - Almaden Valley",October 2015,"$1,278K",-1.7%,6.2%,100,-14.5%,11.1%,99,-11.6%,12.5%,53,-7%,8.2%,22,-2,6,102.3%,0.2%,0.5%
"San Jose, CA - Almaden Valley",November 2015,"$1,283K",0.4%,4.1%,79,-21%,36.2%,76,-23.2%,-5%,36,-32.1%,-14.3%,22,0,4,102.9%,0.6%,0.8%
"San Jose, CA - Almaden Valley",December 2015,"$1,283K",0%,7.7%,67,-15.2%,15.5%,53,-30.3%,-5.4%,30,-16.7%,42.9%,30,8,3,101.1%,-1.8%,-0.2%
"San Jose, CA - Almaden Valley",January 2016,"$1,257K",-2%,3.7%,64,-4.5%,3.2%,37,-30.2%,-30.2%,23,-23.3%,-30.3%,41,12,9,101%,-0.1%,0.5%
"San Jose, CA - Almaden Valley",February 2016,"$1,265K",0.6%,1.6%,58,-9.4%,-4.9%,67,81.1%,-11.8%,43,87%,4.9%,51,10,21,100.2%,-0.8%,-0.6%
"San Jose, CA - Almaden Valley",March 2016,"$1,301K",2.9%,0.3%,57,-1.7%,-25%,105,56.7%,-18%,57,32.6%,9.6%,20,-31,5,102.9%,2.7%,-0.5%
"San Jose, CA - Almaden Valley",April 2016,"$1,445K",11.1%,11.6%,83,45.6%,-22.4%,145,38.1%,-6.5%,69,21.1%,32.7%,18,-2,6,102.9%,0%,-2.5%
"San Jose, CA - Almaden Valley",May 2016,"$1,351K",-6.5%,1.6%,104,25.3%,-25.7%,165,13.8%,-5.7%,84,21.7%,31.3%,16,-2,6,103.4%,0.4%,-3.1%
"San Jose, CA - Almaden Valley",June 2016,"$1,320K",-2.3%,1.5%,129,24%,-8.5%,165,0%,9.3%,86,2.4%,36.5%,18,2,7,102.4%,-0.9%,-3.5%
"San Jose, CA - Almaden Valley",July 2016,"$1,300K",-1.5%,-1.5%,120,-7%,-5.5%,153,-7.3%,10.1%,82,-4.7%,41.4%,24,6,12,101.7%,-0.7%,-3%
"San Jose, CA - Almaden Valley",August 2016,"$1,301K",0.1%,1.2%,130,8.3%,13%,127,-17%,10.4%,61,-25.6%,15.1%,31,8,13,100.7%,-1%,-1.8%
"San Jose, CA - Almaden Valley",September 2016,"$1,303K",0.1%,0.2%,120,-7.7%,2.6%,112,-11.8%,0%,62,1.6%,8.8%,37,6,13,99.8%,-0.9%,-2.3%
"San Jose, CA - Almaden Valley",October 2016,"$1,343K",3.1%,5.1%,113,-5.8%,13%,99,-11.6%,0%,52,-16.1%,-1.9%,38,2,16,99.7%,-0.1%,-2.6%
"San Jose, CA - Almaden Valley",November 2016,"$1,353K",0.7%,5.4%,94,-16.8%,19%,81,-18.2%,6.6%,46,-11.5%,27.8%,38,0,16,99.5%,-0.1%,-3.4%
"San Jose, CA - Almaden Valley",December 2016,"$1,350K",-0.2%,5.2%,73,-22.3%,9%,50,-38.3%,-5.7%,21,-54.3%,-30%,38,0,9,99.5%,-0.1%,-1.7%
"San Jose, CA - Anderson East",January 2012,$405K,-3.6%,-6.5%,17,30.8%,54.5%,12,-14.3%,-20%,5,0%,-64.3%,17,-23,-12,101.9%,1.8%,4.8%
"San Jose, CA - Anderson East",February 2012,$410K,1.2%,-3.5%,18,5.9%,38.5%,16,33.3%,6.7%,4,-20%,-73.3%,15,-2,-14,101.5%,-0.5%,3.8%
"San Jose, CA - Anderson East",March 2012,$422K,2.9%,8.9%,17,-5.6%,41.7%,13,-18.8%,-7.1%,4,0%,-73.3%,12,-3,-17,100.8%,-0.6%,3.9%
"San Jose, CA - Anderson East",April 2012,$440K,4.3%,10.6%,12,-29.4%,20%,13,0%,8.3%,3,-25%,-75%,15,3,-7,101.4%,0.6%,2.1%
"San Jose, CA - Anderson East",May 2012,$465K,5.7%,16.9%,10,-16.7%,-16.7%,10,-23.1%,-28.6%,4,33.3%,-75%,62,47,24,101%,-0.4%,2.9%
"San Jose, CA - Anderson East",June 2012,$481K,3.4%,20.9%,10,0%,-28.6%,9,-10%,-35.7%,4,0%,-69.2%,29,-33,-54,101.4%,0.4%,1.4%
"San Jose, CA - Anderson East",July 2012,$475K,-1.2%,19.6%,7,-30%,-56.3%,10,11.1%,-28.6%,3,-25%,-72.7%,27,-2,-39,99.7%,-1.7%,-2.1%
"San Jose, CA - Anderson East",August 2012,$487K,2.4%,24.7%,9,28.6%,-18.2%,10,0%,0%,4,33.3%,-60%,27,0,8,101.5%,1.8%,-2.5%
"San Jose, CA - Anderson East",September 2012,$506K,4.1%,29.8%,8,-11.1%,14.3%,9,-10%,0%,3,-25%,-66.7%,22,-6,8,102.9%,1.4%,-1.6%
"San Jose, CA - Anderson East",October 2012,$530K,4.7%,2.9%,9,12.5%,28.6%,9,0%,-18.2%,5,66.7%,-44.4%,16,-6,-31,103.4%,0.5%,5.4%
"San Jose, CA - Anderson East",November 2012,$483K,-9%,9%,7,-22.2%,-30%,6,-33.3%,-50%,2,-60%,-60%,9,-7,-35,104.3%,0.9%,5.2%
"San Jose, CA - Anderson East",December 2012,$504K,4.5%,20%,6,-14.3%,-53.8%,7,16.7%,-50%,2,0%,-60%,18,9,-23,102%,-2.3%,1.9%
"San Jose, CA - Anderson East",January 2013,$475K,-5.8%,17.3%,5,-16.7%,-70.6%,7,0%,-41.7%,3,50%,-40%,23,6,6,99.8%,-2.2%,-2.1%
"San Jose, CA - Anderson East",February 2013,$553K,16.4%,34.9%,5,0%,-72.2%,7,0%,-56.3%,,,,23,0,8,103.8%,4%,2.3%
"San Jose, CA - Anderson East",March 2013,$557K,0.7%,32%,7,40%,-58.8%,12,71.4%,-7.7%,3,,-25%,10,-13,-2,106%,2.2%,5.2%
"San Jose, CA - Anderson East",April 2013,$569K,2.2%,29.3%,15,114.3%,25%,13,8.3%,0%,4,33.3%,33.3%,8,-2,-7,107.3%,1.2%,5.9%
"San Jose, CA - Anderson East",May 2013,$572K,0.6%,23.1%,14,-6.7%,40%,14,7.7%,40%,3,-25%,-25%,9,1,-53,106.7%,-0.6%,5.7%
"San Jose, CA - Anderson East",June 2013,$585K,2.2%,21.6%,12,-14.3%,20%,11,-21.4%,22.2%,3,0%,-25%,10,1,-19,106.9%,0.2%,5.5%
"San Jose, CA - Anderson East",July 2013,$641K,9.6%,34.9%,6,-50%,-14.3%,12,9.1%,20%,9,200%,200%,20,10,-8,104.5%,-2.3%,4.9%
"San Jose, CA - Anderson East",August 2013,$597K,-6.9%,22.6%,8,33.3%,-11.1%,14,16.7%,40%,6,-33.3%,50%,19,-1,-9,103.3%,-1.2%,1.8%
"San Jose, CA - Anderson East",September 2013,$590K,-1.1%,16.5%,11,37.5%,37.5%,13,-7.1%,44.4%,6,0%,100%,24,6,3,101.9%,-1.4%,-1%
"San Jose, CA - Anderson East",October 2013,$579K,-1.9%,9.2%,11,0%,22.2%,10,-23.1%,11.1%,6,0%,20%,25,1,9,100.7%,-1.3%,-2.8%
"San Jose, CA - Anderson East",November 2013,$579K,0%,20%,9,-18.2%,28.6%,8,-20%,33.3%,5,-16.7%,150%,32,7,23,99.6%,-1%,-4.7%
"San Jose, CA - Anderson East",December 2013,$590K,1.9%,17.1%,6,-33.3%,0%,8,0%,14.3%,6,20%,200%,45,13,28,100.9%,1.3%,-1.1%
"San Jose, CA - Anderson East",January 2014,$613K,3.8%,28.9%,4,-33.3%,-20%,12,50%,71.4%,6,0%,100%,44,-2,21,102.7%,1.8%,2.9%
"San Jose, CA - Anderson East",February 2014,$615K,0.4%,11.2%,9,125%,80%,15,25%,114.3%,5,-16.7%,,42,-2,19,104.3%,1.7%,0.5%
"San Jose, CA - Anderson East",March 2014,$624K,1.4%,11.9%,12,33.3%,71.4%,19,26.7%,58.3%,8,60%,166.7%,20,-22,10,101.9%,-2.4%,-4.1%
"San Jose, CA - Anderson East",April 2014,$630K,1%,10.7%,18,50%,20%,16,-15.8%,23.1%,6,-25%,50%,18,-3,10,102.2%,0.3%,-5%
"San Jose, CA - Anderson East",May 2014,$623K,-1.2%,8.8%,18,0%,28.6%,20,25%,42.9%,9,50%,200%,17,-1,8,100.7%,-1.5%,-6%
"San Jose, CA - Anderson East",June 2014,$630K,1.2%,7.7%,19,5.6%,58.3%,18,-10%,63.6%,9,0%,200%,19,2,9,101.6%,0.9%,-5.2%
"San Jose, CA - Anderson East",July 2014,$615K,-2.4%,-4.1%,15,-21.1%,150%,19,5.6%,58.3%,11,22.2%,22.2%,20,1,1,101.1%,-0.5%,-3.5%
"San Jose, CA - Anderson East",August 2014,$630K,2.4%,5.6%,11,-26.7%,37.5%,13,-31.6%,-7.1%,11,0%,83.3%,20,0,2,101.7%,0.6%,-1.6%
"San Jose, CA - Anderson East",September 2014,$610K,-3.2%,3.4%,8,-27.3%,-27.3%,10,-23.1%,-23.1%,8,-27.3%,33.3%,21,1,-3,99.9%,-1.8%,-2%
"San Jose, CA - Anderson East",October 2014,$605K,-0.8%,4.5%,6,-25%,-45.5%,8,-20%,-20%,7,-12.5%,16.7%,35,14,10,99.7%,-0.2%,-1%
"San Jose, CA - Anderson East",November 2014,$630K,4.1%,8.8%,10,66.7%,11.1%,7,-12.5%,-12.5%,5,-28.6%,0%,52,17,20,99.3%,-0.4%,-0.4%
"San Jose, CA - Anderson East",December 2014,$640K,1.6%,8.5%,11,10%,83.3%,6,-14.3%,-25%,3,-40%,-50%,35,-17,-10,99.6%,0.3%,-1.3%
"San Jose, CA - Anderson East",January 2015,$640K,0%,4.5%,11,0%,175%,7,16.7%,-41.7%,5,66.7%,-16.7%,35,0,-9,99.6%,0%,-3.1%
"San Jose, CA - Anderson East",February 2015,$623K,-2.7%,1.3%,6,-45.5%,-33.3%,10,42.9%,-33.3%,7,40%,40%,33,-3,-10,100.4%,0.8%,-3.9%
"San Jose, CA - Anderson East",March 2015,$665K,6.7%,6.7%,6,0%,-50%,16,60%,-15.8%,9,28.6%,12.5%,15,-18,-5,103.5%,3.1%,1.6%
"San Jose, CA - Anderson East",April 2015,$677K,1.7%,7.4%,10,66.7%,-44.4%,19,18.8%,18.8%,8,-11.1%,33.3%,16,1,-2,104.1%,0.6%,1.9%
"San Jose, CA - Anderson East",May 2015,$674K,-0.4%,8.2%,18,80%,0%,17,-10.5%,-15%,6,-25%,-33.3%,15,-1,-2,104.6%,0.5%,3.9%
"San Jose, CA - Anderson East",June 2015,$670K,-0.6%,6.3%,17,-5.6%,-10.5%,16,-5.9%,-11.1%,3,-50%,-66.7%,16,1,-4,103.9%,-0.7%,2.3%
"San Jose, CA - Anderson East",July 2015,$670K,0%,8.9%,15,-11.8%,0%,13,-18.8%,-31.6%,3,0%,-72.7%,13,-3,-8,103.7%,-0.3%,2.6%
"San Jose, CA - Anderson East",August 2015,$685K,2.2%,8.7%,15,0%,36.4%,11,-15.4%,-15.4%,1,-66.7%,-90.9%,21,9,1,102%,-1.7%,0.3%
"San Jose, CA - Anderson East",September 2015,$700K,2.2%,14.8%,13,-13.3%,62.5%,9,-18.2%,-10%,4,300%,-50%,23,2,2,102.1%,0.1%,2.2%
"San Jose, CA - Anderson East",October 2015,$680K,-2.9%,12.4%,11,-15.4%,83.3%,7,-22.2%,-12.5%,3,-25%,-57.1%,24,1,-11,101.7%,-0.4%,2%
"San Jose, CA - Anderson East",November 2015,$669K,-1.7%,6.1%,6,-45.5%,-40%,6,-14.3%,-14.3%,1,-66.7%,-80%,30,6,-23,101.9%,0.2%,2.7%
"San Jose, CA - Anderson East",December 2015,$717K,7.3%,12%,6,0%,-45.5%,3,-50%,-50%,1,0%,-66.7%,36,6,1,103.1%,1.1%,3.5%
"San Jose, CA - Anderson East",January 2016,$773K,7.7%,20.7%,7,16.7%,-36.4%,2,-33.3%,-71.4%,1,0%,-80%,36,1,1,103%,-0.1%,3.4%
"San Jose, CA - Anderson East",February 2016,$781K,1.1%,25.4%,4,-42.9%,-33.3%,4,100%,-60%,1,0%,-85.7%,43,7,11,102.1%,-0.9%,1.7%
"San Jose, CA - Anderson East",March 2016,$736K,-5.8%,10.7%,4,0%,-33.3%,11,175%,-31.3%,6,500%,-33.3%,42,-1,27,101.5%,-0.6%,-2%
"San Jose, CA - Anderson East",April 2016,$721K,-2.1%,6.5%,6,50%,-40%,12,9.1%,-36.8%,4,-33.3%,-50%,25,-17,10,104.7%,3.2%,0.6%
"San Jose, CA - Anderson East",May 2016,$738K,2.4%,9.5%,8,33.3%,-55.6%,10,-16.7%,-41.2%,2,-50%,-66.7%,25,0,10,104.8%,0.1%,0.1%
"San Jose, CA - Anderson East",June 2016,$726K,-1.6%,8.4%,9,12.5%,-47.1%,7,-30%,-56.3%,6,200%,100%,25,0,10,104.4%,-0.4%,0.5%
"San Jose, CA - Anderson East",July 2016,$720K,-0.8%,7.5%,7,-22.2%,-53.3%,9,28.6%,-30.8%,5,-16.7%,66.7%,25,0,13,102.5%,-1.9%,-1.1%
"San Jose, CA - Anderson East",August 2016,$700K,-2.8%,2.2%,7,0%,-53.3%,12,33.3%,9.1%,3,-40%,200%,25,0,4,101.9%,-0.6%,0%
"San Jose, CA - Anderson East",September 2016,$720K,2.9%,2.9%,9,28.6%,-30.8%,11,-8.3%,22.2%,7,133.3%,75%,25,0,2,102.4%,0.5%,0.3%
"San Jose, CA - Anderson East",October 2016,$747K,3.8%,9.9%,9,0%,-18.2%,8,-27.3%,14.3%,5,-28.6%,66.7%,24,-1,0,103.4%,0.9%,1.7%
"San Jose, CA - Anderson East",November 2016,$783K,4.8%,17.1%,12,33.3%,100%,7,-12.5%,16.7%,1,-80%,0%,43,19,14,101.7%,-1.7%,-0.3%
"San Jose, CA - Anderson East",December 2016,$785K,0.3%,9.5%,9,-25%,50%,4,-42.9%,33.3%,2,100%,100%,44,1,9,101%,-0.7%,-2.1%
